Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90,PrimaryPos,SecondaryPos,Group,Cluster
Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22.0,2001.0,22,14,1114,12.4,2,3,5,2,0,0,0.9,0.9,1.7,2.5,0.21,23,7,30.4,1.86,0.57,0.09,0.29,0.04,355,441,80.5,6247,2157,1.1,17,44,13,1,17,8,2,4,55,32,2.59,5,0.4,29,13,9,14,6,50.0,13,42,20,8,0,628,25,17,16,39.0,327,28,6,25,11,385,35,3,0,0,24,2,0,1,0,65,9,37.5,0.1615798922800718,0.2423698384201077,0.4039497307001795,0.1615798922800718,0.0727109515260323,0.0727109515260323,0.137342908438061,0.2019748653500897,0.0169658886894075,1.858168761220826,0.5655296229802513,28.68043087971275,35.628366247755835,504.6947935368043,174.26391382405745,0.0888689407540395,1.3734290843806105,3.55475763016158,1.0502692998204668,0.0807899461400359,1.3734290843806105,0.6463195691202873,0.1615798922800718,0.3231597845601436,4.443447037701975,2.342908438061041,1.0502692998204668,0.7271095152603231,1.131059245960503,0.4847396768402154,1.0502692998204668,3.393177737881508,1.615798922800718,0.6463195691202873,50.73608617594255,2.0197486535008977,1.3734290843806105,1.2926391382405746,26.418312387791744,2.2621184919210053,0.4847396768402154,2.0197486535008977,0.8886894075403949,31.104129263913823,2.8276481149012564,0.2423698384201077,0.0,1.9389587073608616,0.1615798922800718,0.0,0.0807899461400359,0.0,5.251346499102334,0.7271095152603231,MF,,midfield,1
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29.0,1995.0,26,21,1720,19.1,2,0,2,2,0,0,1.7,1.7,1.2,2.9,0.15,11,5,45.5,0.58,0.26,0.18,0.4,0.15,411,505,81.4,6137,1132,0.7,7,19,3,2,22,1,1,0,30,25,1.31,4,0.21,38,27,21,12,5,53.6,18,56,26,6,1,705,31,28,7,29.2,359,24,6,25,14,430,68,7,0,0,30,5,1,0,0,71,23,39.7,0.1046511627906976,0.0,0.1046511627906976,0.1046511627906976,0.088953488372093,0.088953488372093,0.0627906976744186,0.1517441860465116,0.0078488372093023,0.5755813953488372,0.2616279069767442,21.50581395348837,26.42441860465117,321.1220930232558,59.23255813953488,0.0366279069767441,0.3662790697674418,0.994186046511628,0.1569767441860465,0.1046511627906976,1.1511627906976745,0.0523255813953488,0.0523255813953488,0.0,1.569767441860465,1.988372093023256,1.412790697674419,1.0988372093023255,0.627906976744186,0.2616279069767442,0.9418604651162792,2.9302325581395348,1.3604651162790695,0.313953488372093,36.88953488372093,1.6220930232558142,1.4651162790697674,0.3662790697674418,18.78488372093023,1.255813953488372,0.313953488372093,1.3081395348837208,0.7325581395348837,22.5,3.558139534883721,0.3662790697674418,0.0,1.569767441860465,0.2616279069767442,0.0523255813953488,0.0,0.0,3.715116279069768,1.2034883720930232,MF,FW,midfield,2
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28.0,1995.0,35,31,2661,29.6,10,0,10,7,3,3,8.2,5.8,0.6,6.5,0.3,53,16,30.2,1.79,0.54,0.13,0.44,0.11,586,800,73.3,10098,2457,0.6,17,74,4,1,14,1,2,9,75,54,1.83,3,0.1,48,29,10,33,5,45.8,15,63,46,14,0,1146,45,72,18,52.9,534,17,3,60,29,622,55,10,0,0,51,9,0,0,0,137,59,52.2,0.3382187147688839,0.0,0.3382187147688839,0.2367531003382187,0.2773393461104847,0.1961668545659526,0.020293122886133,0.2198421645997745,0.0101465614430665,1.7925591882750844,0.5411499436302142,19.819616685456594,27.05749718151071,341.53325817361895,83.10033821871477,0.020293122886133,0.5749718151071026,2.5028184892897407,0.1352874859075535,0.0338218714768883,0.4735062006764374,0.0338218714768883,0.0676437429537767,0.3043968432919954,2.536640360766629,1.6234498308906424,0.9808342728297632,0.3382187147688839,1.116121758737317,0.1691093573844419,0.5073280721533258,2.130777903043968,1.5558060879368658,0.4735062006764374,38.759864712514094,1.5219842164599773,2.435174746335964,0.6087936865839909,18.0608793686584,0.5749718151071026,0.1014656144306651,2.029312288613303,0.9808342728297632,21.037204058624575,1.8602029312288613,0.3382187147688839,0.0,1.7249154453213078,0.3043968432919954,0.0,0.0,0.0,4.633596392333709,1.9954904171364147,MF,,midfield,2
Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28.0,1996.0,32,21,2013,22.4,3,0,3,3,0,0,2.7,2.7,1.6,4.3,0.19,17,7,41.2,0.76,0.31,0.18,0.43,0.16,929,1046,88.8,13689,2630,1.3,16,51,4,1,10,0,2,1,75,37,1.66,1,0.04,47,33,17,24,6,48.6,20,67,32,15,3,1271,52,44,21,42.9,745,36,12,27,19,925,65,1,0,0,20,2,0,1,0,112,25,51.0,0.1341281669150521,0.0,0.1341281669150521,0.1341281669150521,0.1207153502235469,0.1207153502235469,0.0715350223546944,0.1922503725782414,0.0084947839046199,0.760059612518629,0.3129657228017883,41.53502235469449,46.76602086438152,612.026825633383,117.58569299552906,0.0581222056631892,0.7153502235469449,2.2801788375558867,0.1788375558867362,0.044709388971684,0.4470938897168405,0.0,0.0894187779433681,0.044709388971684,3.353204172876304,2.1013412816691504,1.475409836065574,0.760059612518629,1.073025335320417,0.2682563338301043,0.8941877794336811,2.995529061102832,1.4307004470938898,0.6706408345752608,56.82563338301043,2.324888226527571,1.9672131147540983,0.9388971684053652,33.30849478390462,1.609538002980626,0.5365126676602087,1.2071535022354696,0.8494783904619971,41.35618479880775,2.9061102831594634,0.044709388971684,0.0,0.8941877794336811,0.0894187779433681,0.0,0.044709388971684,0.0,5.007451564828614,1.1177347242921014,MF,DF,midfield,2
Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21.0,2003.0,25,21,1755,19.5,5,3,8,5,0,0,3.8,3.8,2.8,6.6,0.34,35,13,37.1,1.79,0.67,0.14,0.38,0.11,751,946,79.4,12052,2948,3.2,35,64,42,5,59,35,5,4,102,70,3.59,7,0.36,36,16,9,17,10,48.5,8,44,6,22,0,1136,15,77,27,55.1,715,52,11,42,13,872,143,3,0,0,19,3,1,0,0,71,2,12.5,0.2564102564102564,0.1538461538461538,0.4102564102564102,0.2564102564102564,0.1948717948717948,0.1948717948717948,0.1435897435897435,0.3384615384615385,0.0174358974358974,1.794871794871795,0.6666666666666667,38.51282051282051,48.51282051282051,618.0512820512821,151.17948717948718,0.1641025641025641,1.794871794871795,3.282051282051282,2.153846153846154,0.2564102564102564,3.025641025641026,1.794871794871795,0.2564102564102564,0.2051282051282051,5.230769230769231,1.8461538461538465,0.8205128205128205,0.4615384615384615,0.8717948717948718,0.5128205128205129,0.4102564102564102,2.2564102564102564,0.3076923076923077,1.1282051282051282,58.256410256410255,0.7692307692307693,3.948717948717949,1.3846153846153846,36.66666666666666,2.666666666666667,0.5641025641025641,2.153846153846154,0.6666666666666667,44.71794871794872,7.333333333333334,0.1538461538461538,0.0,0.9743589743589745,0.1538461538461538,0.0512820512820512,0.0,0.0,3.641025641025641,0.1025641025641025,MF,FW,midfield,0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30.0,1994.0,28,27,2356,26.2,3,5,8,3,0,0,0.9,0.9,3.5,4.3,0.17,27,12,44.4,1.03,0.46,0.11,0.25,0.03,1049,1358,77.2,21225,6991,4.4,45,132,19,8,152,84,3,17,128,83,3.17,10,0.38,34,20,13,18,3,45.5,24,58,70,18,2,1576,86,7,1,16.7,787,9,0,18,11,885,16,7,1,0,30,3,0,0,0,154,14,37.8,0.1146010186757215,0.1910016977928692,0.3056027164685908,0.1146010186757215,0.0343803056027164,0.0343803056027164,0.1337011884550084,0.1642614601018675,0.0064940577249575,1.031409168081494,0.4584040747028863,40.07215619694397,51.8760611205433,810.80220713073,267.0585738539898,0.1680814940577249,1.7190152801358234,5.042444821731749,0.7258064516129032,0.3056027164685908,5.806451612903226,3.208828522920204,0.1146010186757215,0.6494057724957555,4.889643463497453,1.298811544991511,0.7640067911714771,0.4966044142614601,0.6876061120543294,0.1146010186757215,0.9168081494057726,2.2156196943972835,2.67402376910017,0.6876061120543294,60.20373514431239,3.285229202037351,0.2674023769100169,0.0382003395585738,30.063667232597624,0.3438030560271647,0.0,0.6876061120543294,0.4202037351443123,33.807300509337864,0.6112054329371817,0.2674023769100169,0.0382003395585738,1.1460101867572157,0.1146010186757215,0.0,0.0,0.0,5.882852292020374,0.5348047538200339,MF,,midfield,4
Kristjan Asllani,al ALB,MF,Inter,it Serie A,22.0,2002.0,21,10,980,10.9,2,2,4,0,2,2,2.5,0.9,1.9,2.8,0.39,14,3,21.4,1.29,0.28,0.0,0.0,0.06,868,973,89.2,16269,4554,1.9,15,74,18,8,43,29,6,8,55,31,2.82,3,0.27,14,3,8,4,2,36.4,9,23,13,3,1,1061,25,9,1,16.7,700,7,1,5,2,859,20,4,0,0,8,1,0,0,0,49,4,57.1,0.1836734693877551,0.1836734693877551,0.3673469387755102,0.0,0.2295918367346938,0.0826530612244898,0.1744897959183673,0.2571428571428571,0.0358163265306122,1.2857142857142856,0.2755102040816326,79.71428571428571,89.35714285714286,1494.091836734694,418.2244897959184,0.1744897959183673,1.3775510204081631,6.795918367346939,1.653061224489796,0.7346938775510204,3.948979591836735,2.663265306122449,0.5510204081632653,0.7346938775510204,5.051020408163265,1.2857142857142856,0.2755102040816326,0.7346938775510204,0.3673469387755102,0.1836734693877551,0.826530612244898,2.112244897959184,1.193877551020408,0.2755102040816326,97.43877551020408,2.295918367346939,0.826530612244898,0.0918367346938775,64.28571428571429,0.6428571428571428,0.0918367346938775,0.4591836734693877,0.1836734693877551,78.88775510204081,1.8367346938775508,0.3673469387755102,0.0,0.7346938775510204,0.0918367346938775,0.0,0.0,0.0,4.5,0.3673469387755102,MF,,midfield,3
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18.0,2005.0,34,33,2854,31.7,1,0,1,1,0,0,2.5,2.5,1.1,3.6,0.11,33,6,18.2,1.04,0.19,0.03,0.17,0.08,908,1056,86.0,13649,3710,0.7,12,66,8,1,17,0,2,0,93,49,1.55,1,0.03,69,50,32,30,7,73.7,37,106,64,14,0,1433,115,54,14,29.2,735,41,8,57,23,889,38,7,0,0,57,4,0,0,0,117,47,58.0,0.0315346881569726,0.0,0.0315346881569726,0.0315346881569726,0.0788367203924316,0.0788367203924316,0.0346881569726699,0.1135248773651016,0.0034688156972669,1.040644709180098,0.189208128941836,28.633496846531184,33.30063069376314,430.41695865452,116.9936930623686,0.0220742817098808,0.378416257883672,2.081289418360196,0.2522775052557813,0.0315346881569726,0.5360896986685354,0.0,0.0630693763139453,0.0,2.9327259985984586,2.175893482831114,1.5767344078486334,1.0091100210231254,0.94604064470918,0.2207428170988087,1.1667834618079886,3.342676944639104,2.018220042046251,0.4414856341976174,45.18920812894184,3.626489138051858,1.7028731604765242,0.4414856341976174,23.177995795374912,1.2929222144358794,0.2522775052557813,1.7974772249474422,0.7252978276103714,28.034337771548703,1.1983181499649616,0.2207428170988087,0.0,1.7974772249474422,0.1261387526278906,0.0,0.0,0.0,3.6895585143658014,1.4821303433777155,MF,,midfield,2
Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21.0,2003.0,27,12,1251,13.9,0,1,1,0,0,0,1.3,1.3,1.4,2.8,0.2,26,7,26.9,1.87,0.5,0.0,0.0,0.05,509,633,80.4,7890,1920,1.4,18,42,8,2,24,3,1,5,57,46,3.31,2,0.14,20,12,9,10,1,66.7,7,27,15,22,1,813,21,39,27,44.3,515,31,10,34,22,593,77,5,0,0,16,1,0,0,0,57,14,41.2,0.0,0.0719424460431654,0.0719424460431654,0.0,0.0935251798561151,0.0935251798561151,0.1007194244604316,0.2014388489208633,0.014388489208633,1.8705035971223023,0.5035971223021583,36.618705035971225,45.53956834532374,567.6258992805755,138.1294964028777,0.1007194244604316,1.2949640287769786,3.021582733812949,0.5755395683453237,0.1438848920863309,1.7266187050359711,0.2158273381294964,0.0719424460431654,0.3597122302158273,4.100719424460432,1.4388489208633093,0.8633093525179856,0.6474820143884893,0.7194244604316546,0.0719424460431654,0.5035971223021583,1.942446043165468,1.079136690647482,1.5827338129496402,58.48920863309352,1.5107913669064748,2.805755395683453,1.942446043165468,37.05035971223021,2.2302158273381294,0.7194244604316546,2.446043165467626,1.5827338129496402,42.66187050359712,5.539568345323741,0.3597122302158273,0.0,1.1510791366906474,0.0719424460431654,0.0,0.0,0.0,4.100719424460432,1.0071942446043165,MF,FW,midfield,4
Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20.0,2003.0,34,22,1965,21.8,2,1,3,2,0,0,2.4,2.4,2.3,4.8,0.22,28,8,28.6,1.28,0.37,0.07,0.25,0.09,793,973,81.5,11915,3328,2.6,30,55,18,4,69,37,10,1,75,61,2.79,6,0.27,59,32,15,31,13,46.4,20,79,26,14,0,1233,58,45,18,40.0,655,30,6,38,22,801,61,3,0,0,37,4,0,1,0,118,16,44.4,0.0916030534351145,0.0458015267175572,0.1374045801526717,0.0916030534351145,0.1099236641221374,0.1099236641221374,0.1053435114503816,0.2198473282442748,0.0100763358778625,1.2824427480916032,0.366412213740458,36.3206106870229,44.5648854961832,545.7251908396946,152.42748091603053,0.1190839694656488,1.3740458015267174,2.519083969465649,0.8244274809160306,0.183206106870229,3.1603053435114505,1.6946564885496185,0.4580152671755725,0.0458015267175572,3.435114503816794,2.702290076335878,1.465648854961832,0.6870229007633587,1.4198473282442747,0.5954198473282443,0.9160305343511452,3.618320610687023,1.1908396946564883,0.6412213740458016,56.47328244274809,2.6564885496183206,2.0610687022900764,0.8244274809160306,30.0,1.3740458015267174,0.2748091603053435,1.7404580152671756,1.0076335877862594,36.68702290076336,2.7938931297709924,0.1374045801526717,0.0,1.6946564885496185,0.183206106870229,0.0,0.0458015267175572,0.0,5.404580152671756,0.732824427480916,MF,,midfield,1
Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23.0,2001.0,24,17,1588,17.6,8,1,9,5,3,3,4.0,1.6,2.0,3.6,0.34,16,7,43.8,0.91,0.4,0.31,0.71,0.1,816,966,84.5,12776,3533,2.4,22,76,7,2,65,54,4,7,75,42,2.38,2,0.11,39,21,18,15,6,35.3,30,69,29,17,0,1196,54,25,5,23.8,582,11,2,25,21,761,29,4,0,0,34,1,0,0,0,90,24,61.5,0.4534005037783375,0.0566750629722921,0.5100755667506297,0.2833753148614609,0.2267002518891687,0.0906801007556675,0.1133501259445843,0.2040302267002519,0.0192695214105793,0.906801007556675,0.3967254408060453,46.24685138539043,54.74811083123425,724.0806045340049,200.23299748110836,0.1360201511335012,1.2468513853904282,4.307304785894207,0.3967254408060453,0.1133501259445843,3.683879093198992,3.0604534005037785,0.2267002518891687,0.3967254408060453,4.250629722921914,2.2103274559193955,1.190176322418136,1.0201511335012594,0.850125944584383,0.3400503778337531,1.700251889168766,3.9105793450881614,1.6435768261964734,0.9634760705289672,67.78337531486146,3.0604534005037785,1.4168765743073048,0.2833753148614609,32.984886649874056,0.6234256926952141,0.1133501259445843,1.4168765743073048,1.190176322418136,43.12972292191436,1.6435768261964734,0.2267002518891687,0.0,1.9269521410579349,0.0566750629722921,0.0,0.0,0.0,5.100755667506297,1.3602015113350123,MF,,midfield,1
Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24.0,2000.0,30,11,1186,13.2,4,2,6,4,0,0,3.9,3.9,1.6,5.5,0.42,20,9,45.0,1.52,0.68,0.2,0.44,0.2,196,292,67.1,2616,643,1.9,13,8,13,5,39,0,1,3,21,29,2.2,5,0.38,21,12,6,11,4,47.6,3,24,4,12,3,428,4,53,11,29.7,273,36,14,28,18,300,122,2,0,0,16,3,0,0,0,54,7,29.2,0.3035413153456998,0.1517706576728499,0.4553119730185497,0.3035413153456998,0.2959527824620573,0.2959527824620573,0.1214165261382799,0.4173693086003373,0.0318718381112984,1.5177065767284992,0.6829679595278246,14.873524451939293,22.15851602023609,198.51602023608768,48.79426644182125,0.1441821247892074,0.9865092748735244,0.6070826306913997,0.9865092748735244,0.3794266441821248,2.959527824620573,0.0,0.0758853288364249,0.2276559865092748,1.5935919055649244,1.5935919055649244,0.9106239460370994,0.4553119730185497,0.8347386172006745,0.3035413153456998,0.2276559865092748,1.8212478920741988,0.3035413153456998,0.9106239460370994,32.47892074198988,0.3035413153456998,4.021922428330523,0.8347386172006745,20.716694772344013,2.7318718381112985,1.0623946037099494,2.124789207419899,1.3659359190556493,22.765598650927487,9.258010118043844,0.1517706576728499,0.0,1.2141652613827991,0.2276559865092748,0.0,0.0,0.0,4.097807757166947,0.5311973018549747,MF,FW,midfield,4
Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1989.0,23,21,1472,16.4,1,0,1,1,0,0,1.0,1.0,1.1,2.1,0.13,14,2,14.3,0.86,0.12,0.07,0.5,0.07,681,836,81.5,11772,3955,0.9,12,73,10,0,5,2,4,7,83,26,1.59,1,0.06,29,16,14,10,5,42.9,20,49,43,10,0,1014,58,13,9,45.0,499,8,2,19,11,658,14,2,0,0,18,2,0,0,0,74,10,62.5,0.061141304347826,0.0,0.061141304347826,0.061141304347826,0.061141304347826,0.061141304347826,0.0672554347826087,0.1283967391304347,0.0079483695652173,0.8559782608695653,0.1222826086956521,41.63722826086957,51.11413043478261,719.7554347826087,241.8138586956522,0.0550271739130434,0.733695652173913,4.463315217391304,0.6114130434782609,0.0,0.3057065217391304,0.1222826086956521,0.2445652173913043,0.4279891304347826,5.074728260869565,1.7730978260869563,0.9782608695652174,0.8559782608695653,0.6114130434782609,0.3057065217391304,1.2228260869565215,2.9959239130434785,2.629076086956522,0.6114130434782609,61.997282608695656,3.546195652173913,0.794836956521739,0.5502717391304348,30.50951086956521,0.4891304347826087,0.1222826086956521,1.1616847826086956,0.672554347826087,40.23097826086957,0.8559782608695653,0.1222826086956521,0.0,1.1005434782608696,0.1222826086956521,0.0,0.0,0.0,4.524456521739131,0.6114130434782609,MF,,midfield,2
Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23.0,2001.0,32,30,2595,28.8,7,9,16,7,0,1,7.1,6.3,11.7,18.1,0.65,69,17,24.6,2.39,0.59,0.1,0.41,0.09,857,1287,66.6,17433,6579,12.6,95,95,72,19,207,107,22,20,189,169,5.86,21,0.73,28,15,6,14,8,25.6,22,50,22,41,2,1569,23,89,21,37.5,895,91,15,42,32,1044,154,9,0,0,43,4,0,0,0,140,16,45.7,0.2427745664739884,0.3121387283236994,0.5549132947976879,0.2427745664739884,0.2462427745664739,0.2184971098265896,0.4057803468208092,0.6277456647398845,0.022543352601156,2.393063583815029,0.5895953757225433,29.72254335260116,44.63583815028902,604.6127167630058,228.1734104046243,0.4369942196531792,3.294797687861272,3.294797687861272,2.4971098265895955,0.6589595375722543,7.179190751445087,3.710982658959537,0.7630057803468208,0.6936416184971098,6.5549132947976885,0.9710982658959538,0.5202312138728323,0.2080924855491329,0.4855491329479769,0.2774566473988439,0.7630057803468208,1.7341040462427744,0.7630057803468208,1.4219653179190752,54.41618497109826,0.7976878612716763,3.086705202312139,0.7283236994219653,31.040462427745663,3.1560693641618496,0.5202312138728323,1.4566473988439306,1.1098265895953758,36.20809248554914,5.341040462427745,0.3121387283236994,0.0,1.4913294797687862,0.1387283236994219,0.0,0.0,0.0,4.855491329479769,0.5549132947976879,MF,FW,midfield,0
Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19.0,2004.0,14,12,969,10.8,1,0,1,1,0,0,0.3,0.3,0.2,0.5,0.05,5,2,40.0,0.46,0.19,0.2,0.5,0.05,300,418,71.8,5892,1599,0.3,7,28,8,0,4,1,0,9,39,14,1.3,1,0.09,29,14,13,13,3,42.9,15,44,26,8,1,570,33,6,11,45.8,238,8,0,21,6,293,9,4,0,0,21,2,0,1,0,61,17,56.7,0.0928792569659442,0.0,0.0928792569659442,0.0928792569659442,0.0278637770897832,0.0278637770897832,0.0185758513931888,0.0464396284829721,0.0046439628482972,0.4643962848297213,0.1857585139318885,27.863777089783284,38.82352941176471,547.2445820433437,148.51393188854487,0.0278637770897832,0.6501547987616099,2.6006191950464395,0.7430340557275541,0.0,0.371517027863777,0.0928792569659442,0.0,0.8359133126934984,3.6222910216718263,2.693498452012384,1.3003095975232195,1.2074303405572755,1.2074303405572755,0.2786377708978328,1.3931888544891642,4.086687306501548,2.414860681114551,0.7430340557275541,52.94117647058824,3.065015479876161,0.5572755417956656,1.021671826625387,22.105263157894736,0.7430340557275541,0.0,1.9504643962848296,0.5572755417956656,27.21362229102167,0.8359133126934984,0.371517027863777,0.0,1.9504643962848296,0.1857585139318885,0.0,0.0928792569659442,0.0,5.6656346749226,1.5789473684210529,MF,DF,midfield,1
Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21.0,2002.0,30,29,2497,27.7,6,8,14,6,0,0,4.7,4.7,6.6,11.3,0.41,52,22,42.3,1.87,0.79,0.12,0.27,0.09,808,1109,72.9,13642,4130,6.0,47,67,40,10,153,62,11,15,129,110,3.97,16,0.58,26,14,11,8,7,50.0,15,41,27,23,0,1420,21,79,50,39.4,890,107,42,60,34,1046,249,4,0,0,29,7,0,0,0,92,11,57.9,0.2162595114136964,0.2883460152182619,0.5046055266319583,0.2162595114136964,0.1694032839407288,0.1694032839407288,0.237885462555066,0.407288746495795,0.0147777332799359,1.8742490989187024,0.7929515418502203,29.122947537044453,39.97196635963156,491.7020424509411,148.8586303564277,0.2162595114136964,1.6940328394072888,2.4148978774529435,1.4417300760913097,0.3604325190228274,5.514617541049259,2.2346816179415296,0.3964757709251101,0.5406487785342411,4.649579495394473,0.9371245494593512,0.5046055266319583,0.3964757709251101,0.2883460152182619,0.2523027633159792,0.5406487785342411,1.4777733279935923,0.973167801361634,0.828994793752503,51.18141770124149,0.7569082899479376,2.8474169002803364,1.802162595114137,32.07849419303164,3.856627953544253,1.5138165798958751,2.1625951141369644,1.2254705646776132,37.70124148978775,8.974769723668402,0.1441730076091309,0.0,1.0452543051661995,0.2523027633159792,0.0,0.0,0.0,3.315979175010012,0.3964757709251101,MF,DF,midfield,0
Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20.0,2004.0,34,31,2661,29.6,3,1,4,3,0,0,3.1,3.1,1.3,4.4,0.15,44,11,25.0,1.49,0.37,0.07,0.27,0.07,1149,1314,87.4,19305,4741,1.2,21,109,23,3,9,0,7,3,118,66,2.23,4,0.14,79,46,26,37,16,60.0,46,125,44,14,1,1697,94,12,33,57.9,971,43,3,39,42,1035,29,8,1,1,40,1,0,2,0,197,39,60.0,0.1014656144306651,0.0338218714768883,0.1352874859075535,0.1014656144306651,0.104847801578354,0.104847801578354,0.0439684329199549,0.1488162344983089,0.0050732807215332,1.488162344983089,0.3720405862457722,38.86133032694476,44.44193912063134,652.9312288613303,160.34949267192786,0.040586245772266,0.7102593010146561,3.6865839909808336,0.7779030439684329,0.1014656144306651,0.3043968432919954,0.0,0.2367531003382187,0.1014656144306651,3.9909808342728295,2.6719278466741825,1.5558060879368658,0.8793686583990981,1.2514092446448704,0.5411499436302142,1.5558060879368658,4.227733934611049,1.488162344983089,0.4735062006764374,57.3957158962796,3.179255918827508,0.4058624577226606,1.116121758737317,32.84103720405862,1.4543404735062009,0.1014656144306651,1.319052987598647,1.420518602029312,35.00563697857948,0.9808342728297632,0.2705749718151071,0.0338218714768883,1.3528748590755355,0.0338218714768883,0.0,0.0676437429537767,0.0,6.662908680947012,1.319052987598647,MF,,midfield,1
